544007664, com.google.ios.youtube, YouTube: Watch, Listen, Stream
971265422, com.hbo.hbonow, HBO Max: Stream TV & Movies
835599320, com.zhiliaoapp.musically, TikTok
553834731, com.midasplayer.apps.candycrushsaga, Candy Crush Saga
1446075923, com.disney.disneyplus, Disney+
547702041, com.cardify.tinder, Tinder - Dating New People
1482155847, com.dreamgames.royalmatch, Royal Match
431946152, com.roblox.robloxmobile, Roblox
930441707, com.moxco.bumble, Bumble - Dating. Friends. Bizz
376510438, com.hulu.plus, Hulu: Stream TV & movies
379693831, com.audible.iphone, Audible: Audio Entertainment
1508186374, com.peacocktv.peacock, Peacock TV: Stream TV & Movies
284035177, com.pandora, Pandora: Music & Podcasts
288429040, com.linkedin.LinkedIn, LinkedIn: Network & Job Finder
530168168, com.cbsvideo.app, Paramount+
595287172, co.hinge.mobile.ios, Hinge Dating App: Meet People
406889139, com.mobile-softing.coinmaster, Coin Master
1405323394, app.hallow.Hallow, Hallow: Prayer & Meditation
1017492454, com.google.ios.youtubemusic, YouTube Music
1105855019, com.playrix.gardenscapes-m3-ios, Gardenscapes
1098157959, com.topgamesinc.evony, Evony
1195621598, com.playrix.gardenscapes-sweethome, Homescapes
570060128, com.duolingo.DuolingoMobile, Duolingo - Language Lessons
1094591345, com.nianticlabs.pokemongo, Pokémon GO
638689075, com.playrix.township-ios, Township
329913454, com.crunchyroll.iphone, Crunchyroll
384830320, com.life360.safetymap, Life360: Find Family & Friends
510855668, com.amazon.mp3.AmazonCloudPlayer, Amazon Music: Songs & Podcasts
341232718, com.myfitnesspal.mfp, MyFitnessPal: Calorie Counter
363590051, com.netflix.Netflix, Netflix
327630330, com.getdropbox.Dropbox, Dropbox: Cloud Files Storage
317469184, com.espn.ScoreCenter, ESPN: Live Sports & Scores
1517980891, com.global.ztmslg.ios, Puzzles & Survival
1376515087, com.camelgames.aoz, Age of Origins:Tower Defense
664575829, com.playrix.fishdom-freeplay, Fishdom
1287282214, com.activision.callofduty.shooter, Call of Duty®: Mobile
529479190, com.supercell.magic, Clash of Clans
389801252, com.burbn.instagram, Instagram
1371565796, com.plarium.raidlegends, RAID: Shadow Legends
850417475, com.midasplayer.apps.candycrushsodasaga, Candy Crush Soda Saga
529996768, com.buffalo-studios.newflashbingo, Bingo Blitz™ - BINGO Games
575980917, com.williamsinteractive.jackpotparty, Jackpot Party - Casino Slots
